,Class,X,Y
2663,CD8+,10503,7167
2664,CD8+,10504,7142
2665,CD8+,10513,6909
2666,CD8+,10527,7926
2667,CD8+,10528,7154
2668,CD8+,10530,6252
2669,CD8+,10538,7234
2670,CD8+,10544,6158
2671,FOXP3+CD4+,10545,7066
2672,CD8+,10546,7692
2673,CD8+,10553,7360
2674,FOXP3+CD4+,10556,6934
2675,FOXP3-CD4+,10561,7435
2676,CD8+,10562,6377
2677,CD8+,10562,7195
2678,CD8+,10563,6968
2679,CD8+,10567,6028
2680,CD8+,10568,6353
2681,CD8+,10572,6199
2682,CD8+,10574,6149
2683,CD8+,10577,7404
2684,CD8+,10578,6427
2685,CD8+,10578,7325
2686,CD8+,10578,7894
2687,CD8+,10581,6413
2688,FOXP3+CD4+,10586,7143
2689,FOXP3-CD4+,10591,7084
2690,FOXP3-CD4+,10597,6048
2691,CD8+,10599,7219
2692,CD8+,10607,6263
2693,CD8+,10609,6346
2694,CD8+,10624,6177
2695,FOXP3-CD4+,10629,6154
2696,CD8+,10630,6411
2697,FOXP3-CD4+,10636,6483
2698,CD8+,10648,6414
2699,FOXP3-CD4+,10658,6141
2700,CD8+,10660,6414
2701,CD8+,10666,6112
2702,CD8+,10674,7637
2703,CD8+,10676,6474
2704,FOXP3-CD4+,10676,6521
2705,CD8+,10690,7290
2706,CD8+,10701,6458
2707,FOXP3-CD4+,10706,7893
2708,CD8+,10712,6133
2709,FOXP3-CD4+,10712,7926
2710,FOXP3-CD4+,10713,6094
2711,CD8+,10720,6371
2712,CD8+,10722,6225
2713,FOXP3-CD4+,10726,6325
2714,FOXP3-CD4+,10726,7678
2715,FOXP3-CD4+,10739,6108
2716,FOXP3-CD4+,10742,6471
2717,FOXP3-CD4+,10750,6528
2718,CD8+,10752,7875
2719,CD8+,10756,6448
2720,CD8+,10759,6175
2721,CD8+,10762,6208
2722,CD8+,10765,6300
2723,CD8+,10768,6045
2724,CD8+,10770,7882
2725,CD8+,10773,6513
2726,CD8+,10781,6539
2727,CD8+,10781,7612
2728,CD8+,10783,7763
2729,CD8+,10791,7505
2730,FOXP3-CD4+,10800,6220
2731,CD8+,10808,6568
2732,CD8+,10811,6145
2733,CD8+,10813,7898
2734,CD8+,10813,7976
2735,CD8+,10815,6357
2736,FOXP3-CD4+,10817,7545
2737,CD8+,10819,6385
2738,CD8+,10825,7705
2739,CD8+,10832,7866
2740,FOXP3-CD4+,10838,6448
2741,CD8+,10850,7971
2742,CD8+,10855,7909
2743,CD8+,10857,6631
2744,CD8+,10858,7629
2745,FOXP3-CD4+,10858,7852
2746,CD8+,10861,6500
2747,CD8+,10861,7668
2748,FOXP3-CD4+,10869,6101
2749,CD8+,10870,7523
2750,FOXP3-CD4+,10871,6407
2751,CD8+,10875,6457
2752,CD8+,10877,7597
2753,CD8+,10880,7564
2754,CD8+,10882,7700
2755,CD8+,10883,6526
2756,CD8+,10899,6506
2757,FOXP3-CD4+,10899,7584
2758,FOXP3-CD4+,10904,6395
2759,FOXP3-CD4+,10910,7792
2760,FOXP3+CD4+,10920,7880
2761,CD8+,10932,6493
2762,CD8+,10936,6692
2763,FOXP3-CD4+,10947,7778
2764,CD8+,10951,7634
2765,CD8+,10953,7465
2766,FOXP3-CD4+,10955,6121
2767,FOXP3-CD4+,10964,6896
2768,FOXP3-CD4+,10966,6243
2769,FOXP3-CD4+,10969,6031
2770,FOXP3-CD4+,10969,6914
2771,FOXP3-CD4+,10971,7766
2772,FOXP3-CD4+,10974,6267
2773,CD8+,10974,7487
2774,FOXP3-CD4+,10975,7661
2775,CD8+,10979,7414
2776,CD8+,10980,6613
2777,FOXP3-CD4+,10981,6843
2778,FOXP3+CD4+,10981,7877
2779,FOXP3-CD4+,10985,6935
2780,FOXP3-CD4+,10994,7750
2781,FOXP3-CD4+,10995,6195
2782,CD8+,11001,7174
2783,FOXP3-CD4+,11001,7654
2784,CD8+,11003,7826
2785,FOXP3-CD4+,11012,7743
2786,CD8+,11016,7536
2787,FOXP3-CD4+,11033,7597
2788,FOXP3-CD4+,11044,6045
2789,CD8+,11047,6594
2790,CD8+,11050,7561
2791,CD8+,11055,7250
2792,CD8+,11057,7286
2793,CD8+,11063,7476
2794,FOXP3-CD4+,11069,7613
2795,CD8+,11074,6946
2796,FOXP3-CD4+,11075,7572
2797,CD8+,11077,6960
2798,FOXP3-CD4+,11078,7587
2799,CD8+,11096,6729
2800,CD8+,11097,6639
2801,FOXP3-CD4+,11103,6752
2802,FOXP3-CD4+,11104,7433
2803,CD8+,11105,6993
2804,FOXP3-CD4+,11111,6641
2805,FOXP3-CD4+,11111,7235
2806,CD8+,11116,7400
2807,CD8+,11118,6709
2808,CD8+,11131,7004
2809,FOXP3-CD4+,11138,6728
2810,FOXP3-CD4+,11139,7334
2811,CD8+,11152,6724
2812,CD8+,11155,6939
2813,FOXP3-CD4+,11156,6877
2814,CD8+,11156,7107
2815,CD8+,11157,7248
2816,FOXP3-CD4+,11161,6640
2817,CD8+,11169,6796
2818,FOXP3-CD4+,11169,7085
2819,CD8+,11172,7124
2820,FOXP3-CD4+,11189,7088
2821,FOXP3-CD4+,11198,6819
2822,FOXP3-CD4+,11213,6715
2823,FOXP3-CD4+,11220,7022
2824,FOXP3-CD4+,11226,6789
2825,FOXP3-CD4+,11230,7789
2826,FOXP3-CD4+,11252,7797
2827,CD8+,11254,7770
2828,FOXP3+CD4+,11275,7720
2829,FOXP3-CD4+,11303,7708
2830,CD8+,11310,7795
2831,FOXP3-CD4+,11313,7749
2832,FOXP3+CD4+,11394,7913
2833,FOXP3+CD4+,11413,7984
2834,FOXP3-CD4+,11414,7668
2835,FOXP3-CD4+,11442,7801
2836,CD8+,11442,7948
2837,FOXP3-CD4+,11446,7625
2838,FOXP3-CD4+,11449,7656
2839,FOXP3-CD4+,11450,7961
2840,FOXP3-CD4+,11453,7809
2841,CD8+,11459,7628
2842,FOXP3-CD4+,11462,7599
2843,FOXP3-CD4+,11465,7917
2844,FOXP3-CD4+,11465,7937
2845,CD8+,11486,7723
2846,FOXP3-CD4+,11488,7927
2847,FOXP3-CD4+,11497,7715
2848,FOXP3-CD4+,11502,7921
2849,FOXP3-CD4+,11507,7945
2850,FOXP3-CD4+,11553,6488
2851,FOXP3-CD4+,11557,7633
2852,FOXP3+CD4+,11564,6481
2853,FOXP3-CD4+,11565,7613
2854,FOXP3-CD4+,11569,7588
2855,FOXP3-CD4+,11572,6496
2856,FOXP3-CD4+,11584,7670
2857,CD8+,11587,7750
2858,CD8+,11594,7767
2859,CD8+,11610,7969
2860,FOXP3-CD4+,11612,6826
2861,FOXP3-CD4+,11624,7712
2862,CD8+,11631,6565
2863,FOXP3-CD4+,11631,6815
2864,CD8+,11633,7964
2865,FOXP3-CD4+,11638,7700
2866,FOXP3-CD4+,11642,6735
2867,FOXP3-CD4+,11650,6825
2868,FOXP3-CD4+,11653,6879
2869,FOXP3-CD4+,11653,7790
2870,FOXP3-CD4+,11657,7746
2871,FOXP3-CD4+,11658,6962
2872,CD8+,11658,7723
2873,CD8+,11659,7883
2874,FOXP3-CD4+,11677,7048
2875,CD8+,11677,7829
2876,FOXP3-CD4+,11677,7874
2877,CD8+,11684,6655
2878,CD8+,11687,7657
2879,CD8+,11690,6858
2880,FOXP3-CD4+,11691,7733
2881,FOXP3-CD4+,11692,6473
2882,FOXP3+CD4+,11692,7823
2883,FOXP3-CD4+,11693,7716
2884,FOXP3-CD4+,11695,6843
2885,FOXP3-CD4+,11695,6891
2886,CD8+,11703,7762
2887,FOXP3+CD4+,11706,6925
2888,FOXP3-CD4+,11708,7032
2889,CD8+,11711,6651
2890,FOXP3-CD4+,11711,7772
2891,CD8+,11712,6628
2892,CD8+,11712,7971
2893,CD8+,11717,7812
2894,FOXP3-CD4+,11720,7154
2895,CD8+,11722,7932
2896,FOXP3-CD4+,11723,6886
2897,CD8+,11726,6510
2898,CD8+,11734,7732
2899,FOXP3-CD4+,11737,6847
2900,FOXP3-CD4+,11737,7147
2901,FOXP3-CD4+,11738,7777
2902,FOXP3-CD4+,11741,6604
2903,FOXP3-CD4+,11742,6007
2904,FOXP3-CD4+,11745,7189
2905,FOXP3-CD4+,11746,7880
2906,FOXP3-CD4+,11748,6030
2907,FOXP3-CD4+,11749,7846
2908,CD8+,11759,6820
2909,FOXP3-CD4+,11762,7201
2910,FOXP3-CD4+,11763,7120
2911,CD8+,11769,6024
2912,FOXP3-CD4+,11769,7137
2913,CD8+,11774,7195
2914,CD8+,11776,6834
2915,CD8+,11776,7170
2916,CD8+,11782,6780
2917,CD8+,11786,7190
2918,FOXP3-CD4+,11801,7251
2919,CD8+,11811,6095
2920,FOXP3-CD4+,11812,6161
2921,FOXP3-CD4+,11813,6972
2922,FOXP3-CD4+,11820,7800
2923,CD8+,11824,6038
2924,CD8+,11828,6834
2925,CD8+,11832,6086
2926,FOXP3-CD4+,11838,7179
2927,CD8+,11839,7823
2928,CD8+,11843,7214
2929,CD8+,11853,7947
2930,FOXP3-CD4+,11860,7049
2931,CD8+,11863,7755
2932,CD8+,11865,6169
2933,CD8+,11867,7235
2934,FOXP3-CD4+,11871,7035
2935,CD8+,11874,7849
2936,CD8+,11878,6026
2937,FOXP3-CD4+,11878,6222
2938,CD8+,11884,6073
2939,FOXP3+CD4+,11885,7821
2940,CD8+,11886,7079
2941,CD8+,11888,6054
2942,CD8+,11888,7031
2943,FOXP3-CD4+,11889,6236
2944,CD8+,11896,7135
2945,CD8+,11898,6030
2946,CD8+,11898,6073
2947,FOXP3-CD4+,11910,7183
2948,CD8+,11912,6083
2949,CD8+,11912,7972
2950,FOXP3-CD4+,11917,7135
2951,CD8+,11919,7100
2952,CD8+,11926,6137
2953,CD8+,11929,6893
2954,FOXP3-CD4+,11939,7793
2955,CD8+,11941,6156
2956,FOXP3-CD4+,11942,7176
2957,FOXP3-CD4+,11945,7780
2958,CD8+,11954,7693
2959,CD8+,11955,7803
2960,CD8+,11956,6079
2961,CD8+,11964,6040
2962,CD8+,11967,7807
2963,CD8+,11973,7913
2964,FOXP3-CD4+,11983,7681
2965,CD8+,12013,6225
2966,CD8+,12019,7787
2967,CD8+,12029,7974
2968,FOXP3-CD4+,12063,6239
2969,FOXP3-CD4+,12067,6329
2970,FOXP3+CD4+,12067,7342
2971,FOXP3-CD4+,12075,6250
2972,CD8+,12084,7734
2973,FOXP3-CD4+,12085,6283
2974,CD8+,12086,6023
2975,FOXP3-CD4+,12092,6466
2976,CD8+,12092,7687
2977,CD8+,12094,7272
2978,FOXP3-CD4+,12097,6233
2979,FOXP3-CD4+,12103,6458
2980,FOXP3-CD4+,12107,7721
2981,CD8+,12107,7895
2982,FOXP3-CD4+,12116,7702
2983,CD8+,12121,6195
2984,FOXP3-CD4+,12121,6297
2985,FOXP3-CD4+,12121,7332
2986,FOXP3+CD4+,12139,7387
2987,CD8+,12150,6314
2988,FOXP3-CD4+,12151,6277
2989,CD8+,12155,6251
2990,CD8+,12158,7812
2991,CD8+,12166,6140
2992,FOXP3+CD4+,12169,7334
2993,CD8+,12170,7321
2994,FOXP3-CD4+,12182,6362
2995,CD8+,12187,6916
2996,FOXP3-CD4+,12193,6381
2997,FOXP3+CD4+,12194,6930
2998,FOXP3-CD4+,12220,6322
2999,FOXP3-CD4+,12228,7822
3000,FOXP3-CD4+,12229,6807
3001,FOXP3-CD4+,12229,7714
3002,FOXP3-CD4+,12237,6755
3003,FOXP3-CD4+,12239,6044
3004,FOXP3-CD4+,12240,6555
3005,FOXP3-CD4+,12244,6577
3006,CD8+,12250,6288
3007,FOXP3-CD4+,12257,6582
3008,FOXP3-CD4+,12259,6794
3009,FOXP3-CD4+,12260,6602
3010,CD8+,12264,6441
3011,CD8+,12269,7710
3012,CD8+,12274,6903
3013,CD8+,12285,6826
3014,FOXP3-CD4+,12299,6522
3015,CD8+,12302,6795
3016,CD8+,12307,6907
3017,CD8+,12314,6747
3018,FOXP3+CD4+,12318,7720
3019,FOXP3-CD4+,12319,6722
3020,FOXP3-CD4+,12319,7675
3021,FOXP3-CD4+,12327,7711
3022,FOXP3-CD4+,12330,6371
3023,FOXP3-CD4+,12333,6065
3024,CD8+,12333,6632
3025,FOXP3-CD4+,12333,6713
3026,CD8+,12344,6583
3027,CD8+,12345,6687
3028,FOXP3-CD4+,12345,7648
3029,FOXP3-CD4+,12358,7649
3030,FOXP3-CD4+,12361,7634
3031,FOXP3+CD4+,12364,6669
3032,CD8+,12368,6042
3033,FOXP3+CD4+,12368,6737
3034,CD8+,12376,6933
3035,FOXP3-CD4+,12381,6139
3036,FOXP3+CD4+,12384,7665
3037,FOXP3-CD4+,12395,6997
3038,FOXP3-CD4+,12399,6286
3039,FOXP3-CD4+,12399,6752
3040,CD8+,12404,6710
3041,CD8+,12405,6121
3042,CD8+,12414,6059
3043,CD8+,12415,6089
3044,CD8+,12429,6879
3045,FOXP3-CD4+,12431,7625
3046,FOXP3-CD4+,12433,7553
3047,FOXP3+CD4+,12441,6926
3048,CD8+,12442,6788
3049,FOXP3-CD4+,12446,7543
3050,CD8+,12449,6100
3051,CD8+,12449,6193
3052,CD8+,12459,6906
3053,FOXP3-CD4+,12459,7720
3054,FOXP3-CD4+,12460,6729
3055,FOXP3-CD4+,12460,7503
3056,CD8+,12462,7581
3057,CD8+,12464,6827
3058,FOXP3-CD4+,12469,7487
3059,FOXP3-CD4+,12474,7516
3060,CD8+,12478,6730
3061,FOXP3-CD4+,12481,6812
3062,FOXP3-CD4+,12486,6141
3063,CD8+,12487,7092
3064,CD8+,12489,6180
3065,FOXP3-CD4+,12489,7456
3066,CD8+,12492,6898
3067,FOXP3-CD4+,12505,6957
3068,FOXP3+CD4+,12513,6946
3069,CD8+,12515,6195
3070,CD8+,12518,6796
3071,FOXP3-CD4+,12524,7499
3072,FOXP3-CD4+,12537,6182
3073,FOXP3-CD4+,12537,6194
3074,CD8+,12544,6884
3075,CD8+,12558,7133
3076,CD8+,12560,6937
3077,FOXP3-CD4+,12573,6812
3078,FOXP3-CD4+,12573,7161
3079,CD8+,12583,6843
3080,CD8+,12585,6898
3081,FOXP3-CD4+,12589,7005
3082,CD8+,12590,6806
3083,CD8+,12604,7113
3084,FOXP3-CD4+,12608,6998
3085,FOXP3-CD4+,12611,6308
3086,CD8+,12613,7164
3087,CD8+,12616,6776
3088,CD8+,12616,6866
3089,FOXP3-CD4+,12622,7306
3090,FOXP3+CD4+,12622,7324
3091,CD8+,12629,6784
3092,FOXP3-CD4+,12633,6859
3093,CD8+,12633,6981
3094,FOXP3-CD4+,12633,7188
3095,CD8+,12650,7277
3096,CD8+,12657,7124
3097,FOXP3-CD4+,12658,7312
3098,CD8+,12659,6822
3099,FOXP3-CD4+,12663,7523
3100,FOXP3-CD4+,12664,7266
3101,CD8+,12668,7137
3102,CD8+,12669,6773
3103,CD8+,12674,7287
3104,FOXP3-CD4+,12682,7005
3105,FOXP3-CD4+,12684,7340
3106,FOXP3-CD4+,12689,7259
3107,CD8+,12692,6903
3108,FOXP3-CD4+,12693,6825
3109,CD8+,12695,6793
3110,CD8+,12695,6862
3111,FOXP3-CD4+,12713,7187
3112,FOXP3-CD4+,12716,7217
3113,CD8+,12718,7022
3114,CD8+,12721,7078
3115,FOXP3-CD4+,12723,7112
3116,CD8+,12727,6826
3117,CD8+,12728,6692
3118,FOXP3-CD4+,12731,6969
3119,CD8+,12737,7151
3120,CD8+,12742,6816
3121,FOXP3-CD4+,12744,6483
3122,FOXP3-CD4+,12744,7444
3123,CD8+,12747,6761
3124,CD8+,12750,6565
3125,CD8+,12759,6839
3126,CD8+,12761,6917
3127,CD8+,12764,7205
3128,CD8+,12768,6736
3129,CD8+,12769,7051
3130,CD8+,12773,6829
3131,CD8+,12777,6676
3132,CD8+,12778,6702
3133,CD8+,12791,6500
3134,CD8+,12792,7305
3135,CD8+,12799,6730
3136,FOXP3-CD4+,12802,7089
3137,FOXP3+CD4+,12803,7764
3138,FOXP3-CD4+,12805,6855
3139,CD8+,12806,6772
3140,FOXP3-CD4+,12812,7718
3141,FOXP3-CD4+,12812,7816
3142,CD8+,12820,6929
3143,CD8+,12824,6761
3144,CD8+,12831,6742
3145,CD8+,12839,7166
3146,FOXP3-CD4+,12840,7147
3147,FOXP3-CD4+,12847,7075
3148,CD8+,12865,6749
3149,FOXP3-CD4+,12866,7880
3150,CD8+,12867,7466
3151,CD8+,12868,7585
3152,CD8+,12871,7129
3153,FOXP3-CD4+,12879,7501
3154,CD8+,12880,7929
3155,FOXP3-CD4+,12886,7490
3156,FOXP3-CD4+,12888,7788
3157,CD8+,12893,7503
3158,CD8+,12895,6716
3159,FOXP3-CD4+,12896,7326
3160,CD8+,12896,7417
3161,CD8+,12900,7563
3162,CD8+,12908,7950
3163,CD8+,12913,7042
3164,CD8+,12919,7696
3165,FOXP3-CD4+,12921,7071
3166,FOXP3-CD4+,12922,7656
3167,CD8+,12924,7332
3168,CD8+,12939,7429
3169,CD8+,12939,7892
3170,CD8+,12943,6972
3171,FOXP3-CD4+,12943,7736
3172,CD8+,12944,7629
3173,CD8+,12949,6807
3174,CD8+,12949,7342
3175,CD8+,12950,6844
3176,CD8+,12962,7691
3177,CD8+,12965,7356
3178,CD8+,12965,7566
3179,CD8+,12965,7888
3180,CD8+,12966,7672
3181,CD8+,12968,7179
3182,FOXP3-CD4+,12968,7958
3183,CD8+,12971,7706
3184,FOXP3-CD4+,12971,7919
3185,CD8+,12974,7431
3186,CD8+,12989,7372
3187,FOXP3-CD4+,12994,7742
3188,CD8+,13001,7209
3189,CD8+,13001,7787
3190,CD8+,13002,7709
3191,FOXP3-CD4+,13007,7763
3192,CD8+,13008,7260
3193,CD8+,13008,7805
3194,FOXP3-CD4+,13009,7056
3195,CD8+,13009,7614
3196,CD8+,13010,7462
3197,FOXP3-CD4+,13015,7740
3198,CD8+,13021,7131
3199,CD8+,13025,7028
3200,CD8+,13025,7819
3201,FOXP3-CD4+,13028,7729
3202,CD8+,13028,7904
3203,FOXP3-CD4+,13031,7763
3204,CD8+,13032,6695
3205,CD8+,13035,7001
3206,CD8+,13036,7378
3207,CD8+,13050,7857
3208,FOXP3-CD4+,13054,7119
3209,FOXP3-CD4+,13058,6715
3210,CD8+,13061,6735
3211,FOXP3-CD4+,13064,6692
3212,CD8+,13065,7678
3213,CD8+,13066,6911
3214,FOXP3-CD4+,13067,7768
3215,CD8+,13068,6747
3216,CD8+,13079,7459
3217,CD8+,13085,6761
3218,FOXP3-CD4+,13086,7296
3219,CD8+,13090,7667
3220,CD8+,13098,7225
3221,CD8+,13098,7482
3222,CD8+,13099,6836
3223,CD8+,13101,7129
3224,CD8+,13106,6725
3225,FOXP3-CD4+,13107,6918
3226,CD8+,13109,7622
3227,FOXP3-CD4+,13119,7613
3228,CD8+,13120,7645
3229,CD8+,13125,7537
3230,FOXP3-CD4+,13126,7550
3231,FOXP3-CD4+,13127,7452
3232,CD8+,13128,7424
3233,CD8+,13128,7767
3234,CD8+,13136,7216
3235,CD8+,13147,7933
3236,FOXP3-CD4+,13149,7984
3237,FOXP3-CD4+,13158,7300
3238,CD8+,13162,7890
3239,CD8+,13169,7233
3240,CD8+,13177,6850
3241,CD8+,13181,7450
3242,CD8+,13182,7948
3243,CD8+,13184,7751
3244,FOXP3-CD4+,13186,6792
3245,FOXP3-CD4+,13187,7230
3246,CD8+,13188,7984
3247,CD8+,13193,6994
3248,FOXP3-CD4+,13198,7199
3249,CD8+,13199,7678
3250,FOXP3-CD4+,13201,6868
3251,FOXP3-CD4+,13205,7932
3252,FOXP3-CD4+,13208,7705
3253,CD8+,13210,6837
3254,CD8+,13212,6910
3255,CD8+,13214,7553
3256,FOXP3-CD4+,13215,7843
3257,CD8+,13218,7395
3258,CD8+,13226,6958
3259,CD8+,13230,7647
3260,CD8+,13232,7212
3261,FOXP3-CD4+,13232,7513
3262,FOXP3-CD4+,13232,7527
3263,FOXP3-CD4+,13239,7857
3264,CD8+,13240,7704
3265,CD8+,13242,7796
3266,FOXP3-CD4+,13253,7586
3267,CD8+,13257,7444
3268,FOXP3-CD4+,13257,7862
3269,FOXP3-CD4+,13261,7887
3270,CD8+,13276,7773
3271,FOXP3-CD4+,13277,7841
3272,CD8+,13278,7985
3273,FOXP3-CD4+,13281,7874
3274,FOXP3-CD4+,13282,7909
3275,CD8+,13289,7392
3276,CD8+,13296,7587
3277,CD8+,13296,7916
3278,FOXP3-CD4+,13298,7967
3279,FOXP3-CD4+,13302,7539
3280,FOXP3-CD4+,13302,7891
3281,FOXP3-CD4+,13304,7681
3282,FOXP3-CD4+,13304,7861
3283,CD8+,13316,7512
3284,CD8+,13319,7713
3285,CD8+,13320,7586
3286,CD8+,13320,7728
3287,CD8+,13320,7760
3288,FOXP3-CD4+,13324,7545
3289,CD8+,13327,7609
3290,FOXP3-CD4+,13333,7570
3291,CD8+,13333,7833
3292,FOXP3-CD4+,13339,7452
3293,FOXP3-CD4+,13339,7775
3294,CD8+,13344,7707
3295,CD8+,13347,7753
3296,CD8+,13354,7863
3297,CD8+,13367,7780
3298,CD8+,13367,7976
3299,CD8+,13385,7972
3300,CD8+,13403,7961
3301,CD8+,13405,7886
3302,CD8+,13414,7810
3303,CD8+,13420,6434
3304,FOXP3-CD4+,13422,7891
3305,FOXP3-CD4+,13425,7783
3306,CD8+,13427,7925
3307,CD8+,13431,6557
3308,CD8+,13431,7686
3309,CD8+,13443,6442
3310,CD8+,13447,7639
3311,CD8+,13448,7753
3312,CD8+,13452,7777
3313,FOXP3+CD4+,13453,7847
3314,CD8+,13456,6339
3315,CD8+,13456,6418
3316,CD8+,13458,7875
3317,CD8+,13463,7890
3318,CD8+,13464,6161
3319,CD8+,13467,7841
3320,CD8+,13471,7809
3321,FOXP3-CD4+,13472,7785
3322,CD8+,13475,6512
3323,CD8+,13475,7884
3324,CD8+,13490,7937
3325,CD8+,13494,6810
3326,CD8+,13498,7839
3327,CD8+,13504,7894
3328,CD8+,13506,7719
3329,CD8+,13508,6449
3330,CD8+,13508,7517
3331,CD8+,13509,6177
3332,CD8+,13509,7530
3333,FOXP3-CD4+,13509,7731
3334,CD8+,13511,6568
3335,CD8+,13515,7870
3336,CD8+,13517,7647
3337,FOXP3-CD4+,13517,7764
3338,CD8+,13526,7484
3339,CD8+,13527,7929
3340,CD8+,13532,7893
3341,FOXP3-CD4+,13537,6133
3342,FOXP3-CD4+,13537,7768
3343,FOXP3-CD4+,13539,7851
3344,CD8+,13540,7926
3345,CD8+,13550,6157
3346,CD8+,13553,6181
3347,FOXP3-CD4+,13554,7947
3348,CD8+,13559,7904
3349,CD8+,13560,7747
3350,FOXP3-CD4+,13561,6061
3351,CD8+,13562,6235
3352,FOXP3-CD4+,13563,7783
3353,CD8+,13564,6350
3354,CD8+,13564,7618
3355,CD8+,13564,7845
3356,CD8+,13568,7672
3357,FOXP3-CD4+,13570,7490
3358,CD8+,13573,6105
3359,CD8+,13574,6062
3360,CD8+,13578,6125
3361,FOXP3-CD4+,13578,7604
3362,FOXP3-CD4+,13582,7671
3363,CD8+,13584,6232
3364,CD8+,13584,7868
3365,FOXP3-CD4+,13590,7772
3366,FOXP3-CD4+,13597,6769
3367,FOXP3-CD4+,13599,7807
3368,CD8+,13603,7662
3369,CD8+,13603,7893
3370,CD8+,13617,6037
3371,FOXP3-CD4+,13619,7783
3372,CD8+,13620,6103
3373,FOXP3-CD4+,13627,7262
3374,CD8+,13627,7861
3375,CD8+,13629,6034
3376,CD8+,13631,6710
3377,FOXP3-CD4+,13631,7547
3378,CD8+,13632,7682
3379,CD8+,13632,7833
3380,CD8+,13632,7893
3381,CD8+,13639,7671
3382,CD8+,13640,6177
3383,CD8+,13642,7852
3384,CD8+,13643,7774
3385,FOXP3+CD4+,13644,6042
3386,CD8+,13648,7630
3387,FOXP3-CD4+,13651,6351
3388,CD8+,13651,6615
3389,CD8+,13652,6207
3390,CD8+,13652,7195
3391,CD8+,13655,6065
3392,CD8+,13659,6184
3393,FOXP3-CD4+,13660,6052
3394,FOXP3-CD4+,13665,7548
3395,FOXP3-CD4+,13668,7721
3396,CD8+,13672,6088
3397,CD8+,13674,7140
3398,CD8+,13676,7818
3399,CD8+,13677,6114
3400,CD8+,13678,7791
3401,FOXP3-CD4+,13679,6572
3402,CD8+,13683,6036
3403,FOXP3-CD4+,13684,6463
3404,CD8+,13685,6702
3405,CD8+,13689,6583
3406,CD8+,13689,7217
3407,CD8+,13694,7816
3408,FOXP3-CD4+,13699,6162
3409,FOXP3-CD4+,13700,7654
3410,CD8+,13702,6233
3411,CD8+,13708,6010
3412,CD8+,13708,6027
3413,FOXP3-CD4+,13708,7586
3414,CD8+,13711,6524
3415,CD8+,13711,7179
3416,CD8+,13711,7699
3417,CD8+,13719,6144
3418,FOXP3-CD4+,13719,7302
3419,CD8+,13727,6220
3420,CD8+,13728,7507
3421,CD8+,13732,7178
3422,CD8+,13737,6371
3423,CD8+,13739,6675
3424,CD8+,13739,7602
3425,CD8+,13745,7533
3426,CD8+,13747,6086
3427,FOXP3-CD4+,13748,6753
3428,CD8+,13752,7772
3429,CD8+,13759,7591
3430,CD8+,13760,6607
3431,CD8+,13764,7169
3432,CD8+,13767,7556
3433,FOXP3-CD4+,13772,6362
3434,CD8+,13773,7397
3435,FOXP3-CD4+,13775,7600
3436,CD8+,13778,7192
3437,CD8+,13779,7471
3438,CD8+,13790,7755
3439,CD8+,13794,6437
3440,CD8+,13800,7501
3441,CD8+,13800,7733
3442,CD8+,13801,6087
3443,CD8+,13802,7225
3444,FOXP3-CD4+,13802,7547
3445,CD8+,13810,7567
3446,FOXP3-CD4+,13816,6193
3447,CD8+,13820,7152
3448,CD8+,13825,6233
3449,CD8+,13827,7596
3450,CD8+,13829,7493
3451,CD8+,13830,7353
3452,CD8+,13831,7710
3453,CD8+,13852,7372
3454,FOXP3-CD4+,13862,7530
3455,CD8+,13867,7279
3456,CD8+,13875,7614
3457,CD8+,13879,7555
3458,CD8+,13889,7378
3459,CD8+,13896,7430
3460,CD8+,13896,7478
3461,CD8+,13908,7352
3462,FOXP3-CD4+,13924,7471
3463,FOXP3-CD4+,13936,7270
3464,CD8+,6353,9717
3465,CD8+,6356,9536
3466,CD8+,6361,9577
3467,FOXP3-CD4+,6380,9463
3468,CD8+,6426,9676
3469,CD8+,6483,9638
3470,CD8+,6505,9741
3471,CD8+,6512,9611
3472,CD8+,6530,9707
3473,FOXP3-CD4+,6536,9759
3474,CD8+,6583,9715
3475,CD8+,6596,9637
3476,CD8+,6607,9597
3477,CD8+,6622,9599
3478,CD8+,6647,9733
3479,CD8+,6665,9706
3480,CD8+,6675,9534
3481,CD8+,6676,9776
3482,CD8+,6691,9799
3483,FOXP3-CD4+,6698,9980
3484,CD8+,6722,9545
3485,CD8+,6723,9776
3486,FOXP3-CD4+,6736,9464
3487,CD8+,6742,9546
3488,CD8+,6746,9598
3489,CD8+,6749,9706
3490,FOXP3-CD4+,6750,9459
3491,CD8+,6750,9776
3492,FOXP3-CD4+,6782,9780
3493,CD8+,6794,9501
3494,CD8+,6796,9641
3495,CD8+,6808,9550
3496,CD8+,6809,9722
3497,CD8+,6816,9746
3498,FOXP3-CD4+,6824,8920
3499,FOXP3-CD4+,6828,8881
3500,CD8+,6832,9747
3501,FOXP3-CD4+,6848,8870
3502,CD8+,6850,9608
3503,CD8+,6855,9721
3504,CD8+,6858,9447
3505,FOXP3-CD4+,6868,9387
3506,CD8+,6870,9754
3507,CD8+,6884,9787
3508,CD8+,6885,9712
3509,FOXP3-CD4+,6893,9672
3510,FOXP3-CD4+,6894,9758
3511,CD8+,6895,9381
3512,FOXP3-CD4+,6914,9324
3513,FOXP3-CD4+,6919,9445
3514,CD8+,6940,9616
3515,CD8+,6954,9635
