,Class,X,Y
0,CD8+,10156,3956
1,CD8+,10172,3946
2,CD8+,10216,3925
3,CD8+,10292,3960
4,FOXP3-CD4+,10322,3913
5,FOXP3-CD4+,10607,3939
6,FOXP3-CD4+,11567,3635
7,FOXP3-CD4+,11586,3598
8,FOXP3-CD4+,11612,3493
9,FOXP3-CD4+,11625,3569
10,FOXP3-CD4+,11630,3520
11,FOXP3-CD4+,11639,3723
12,CD8+,11646,3746
13,FOXP3-CD4+,11650,3905
14,CD8+,11658,3874
15,CD8+,11662,3782
16,CD8+,11662,3833
17,CD8+,11668,3885
18,FOXP3-CD4+,11689,3787
19,CD8+,11697,3845
20,CD8+,11701,3730
21,CD8+,11702,3792
22,CD8+,11707,3983
23,CD8+,11719,3889
24,CD8+,11732,3819
25,CD8+,11740,3943
26,CD8+,11753,3935
27,CD8+,11763,3760
28,CD8+,11791,3662
29,CD8+,11804,3731
30,FOXP3-CD4+,11806,3956
31,FOXP3-CD4+,11815,3762
32,CD8+,11821,3860
33,FOXP3-CD4+,11822,3785
34,FOXP3-CD4+,11832,3771
35,CD8+,11848,3630
36,FOXP3-CD4+,11867,3841
37,FOXP3-CD4+,11868,3604
38,FOXP3-CD4+,11876,3525
39,FOXP3-CD4+,11884,3608
40,CD8+,11897,3832
41,CD8+,11904,3589
42,CD8+,11918,3544
43,FOXP3-CD4+,11935,3569
44,CD8+,11935,3941
45,CD8+,11935,3967
46,FOXP3-CD4+,11970,3727
47,CD8+,11973,3424
48,CD8+,12014,3371
49,CD8+,12015,3744
50,FOXP3+CD4+,12018,3461
51,CD8+,12019,3907
52,FOXP3-CD4+,12024,3405
53,CD8+,12035,3687
54,FOXP3-CD4+,12036,3786
55,CD8+,12041,3389
56,CD8+,12041,3856
57,FOXP3-CD4+,12042,3607
58,FOXP3-CD4+,12045,3467
59,FOXP3-CD4+,12046,3335
60,CD8+,12060,3754
61,FOXP3-CD4+,12066,3362
62,FOXP3-CD4+,12073,3378
63,CD8+,12078,3406
64,FOXP3-CD4+,12082,3573
65,FOXP3-CD4+,12083,3725
66,FOXP3-CD4+,12085,3307
67,CD8+,12097,3316
68,FOXP3+CD4+,12098,3285
69,FOXP3-CD4+,12109,3360
70,FOXP3-CD4+,12109,3616
71,CD8+,12115,3643
72,FOXP3-CD4+,12124,3196
73,FOXP3-CD4+,12141,3813
74,CD8+,12147,3361
75,FOXP3-CD4+,12147,3378
76,FOXP3-CD4+,12150,3394
77,FOXP3-CD4+,12153,3663
78,FOXP3-CD4+,12155,3859
79,FOXP3-CD4+,12161,3362
80,FOXP3-CD4+,12164,3335
81,FOXP3-CD4+,12164,3530
82,FOXP3+CD4+,12165,3200
83,FOXP3-CD4+,12192,3208
84,FOXP3-CD4+,12193,3261
85,CD8+,12199,3426
86,CD8+,12199,3592
87,CD8+,12210,3247
88,CD8+,12215,3324
89,CD8+,12215,3342
90,CD8+,12215,3536
91,FOXP3-CD4+,12219,3227
92,CD8+,12221,3092
93,CD8+,12226,3297
94,FOXP3+CD4+,12228,3806
95,FOXP3-CD4+,12230,2965
96,CD8+,12235,3260
97,FOXP3-CD4+,12235,3887
98,CD8+,12240,3207
99,CD8+,12242,3547
100,CD8+,12255,3027
101,FOXP3-CD4+,12255,3776
102,CD8+,12259,3098
103,CD8+,12259,3907
104,CD8+,12261,2955
105,FOXP3-CD4+,12262,2907
106,FOXP3-CD4+,12263,3056
107,CD8+,12269,3340
108,FOXP3-CD4+,12277,3722
109,FOXP3+CD4+,12278,3166
110,CD8+,12279,2870
111,CD8+,12280,3082
112,CD8+,12281,3323
113,CD8+,12281,3917
114,FOXP3-CD4+,12282,3586
115,CD8+,12285,3755
116,FOXP3-CD4+,12287,2852
117,CD8+,12287,3485
118,CD8+,12288,3879
119,CD8+,12289,3262
120,FOXP3-CD4+,12289,3444
121,CD8+,12296,2986
122,CD8+,12297,3279
123,FOXP3-CD4+,12299,3698
124,FOXP3-CD4+,12300,3098
125,CD8+,12300,3160
126,FOXP3-CD4+,12300,3186
127,CD8+,12306,2886
128,FOXP3-CD4+,12306,3622
129,CD8+,12308,3170
130,FOXP3-CD4+,12310,3507
131,CD8+,12311,3490
132,FOXP3-CD4+,12314,3640
133,FOXP3+CD4+,12316,2929
134,CD8+,12317,3916
135,FOXP3-CD4+,12319,3654
136,CD8+,12323,3542
137,CD8+,12324,3370
138,CD8+,12324,3946
139,CD8+,12329,2965
140,CD8+,12331,3123
141,CD8+,12335,3159
142,CD8+,12348,3156
143,CD8+,12350,3128
144,FOXP3-CD4+,12352,3199
145,FOXP3-CD4+,12363,3165
146,FOXP3-CD4+,12363,3231
147,FOXP3-CD4+,12369,3258
148,FOXP3-CD4+,12369,3504
149,CD8+,12375,2976
150,CD8+,12384,3292
151,FOXP3-CD4+,12389,3145
152,FOXP3-CD4+,12390,3937
153,FOXP3-CD4+,12392,3898
154,FOXP3-CD4+,12399,3268
155,CD8+,12402,3184
156,FOXP3-CD4+,12403,3135
157,FOXP3-CD4+,12407,3243
158,CD8+,12413,2892
159,CD8+,12415,3852
160,FOXP3-CD4+,12416,3962
161,FOXP3-CD4+,12421,3389
162,CD8+,12423,3129
163,CD8+,12423,3200
164,FOXP3-CD4+,12426,2863
165,CD8+,12426,3060
166,CD8+,12426,3406
167,CD8+,12426,3485
168,CD8+,12427,3032
169,CD8+,12428,3044
170,CD8+,12437,3868
171,FOXP3-CD4+,12442,3854
172,CD8+,12443,3286
173,FOXP3-CD4+,12445,3410
174,FOXP3-CD4+,12450,3063
175,CD8+,12459,3398
176,CD8+,12467,3801
177,FOXP3-CD4+,12468,3591
178,FOXP3-CD4+,12469,3032
179,CD8+,12469,3371
180,CD8+,12470,3219
181,FOXP3-CD4+,12471,3501
182,FOXP3-CD4+,12471,3940
183,FOXP3-CD4+,12480,3154
184,CD8+,12481,2914
185,FOXP3-CD4+,12482,3385
186,FOXP3-CD4+,12484,3181
187,CD8+,12488,3165
188,CD8+,12488,3315
189,CD8+,12491,2979
190,FOXP3-CD4+,12493,3798
191,FOXP3-CD4+,12494,3896
192,CD8+,12495,3326
193,FOXP3-CD4+,12504,2978
194,FOXP3-CD4+,12505,3132
195,CD8+,12506,3081
196,FOXP3-CD4+,12507,3878
197,CD8+,12508,2960
198,CD8+,12511,3193
199,CD8+,12513,3522
200,CD8+,12514,3153
201,CD8+,12517,2881
202,CD8+,12517,3448
203,FOXP3+CD4+,12518,3165
204,FOXP3-CD4+,12527,3188
205,CD8+,12528,3473
206,CD8+,12531,3128
207,CD8+,12538,2982
208,CD8+,12538,3255
209,FOXP3-CD4+,12539,3148
210,CD8+,12548,3190
211,FOXP3-CD4+,12548,3273
212,FOXP3-CD4+,12548,3462
213,FOXP3-CD4+,12550,3343
214,CD8+,12552,3007
215,FOXP3-CD4+,12557,3520
216,FOXP3-CD4+,12558,2891
217,FOXP3+CD4+,12559,2912
218,CD8+,12562,3659
219,CD8+,12563,3289
220,FOXP3-CD4+,12564,3353
221,CD8+,12565,2837
222,CD8+,12565,3493
223,FOXP3-CD4+,12569,3162
224,FOXP3-CD4+,12569,3339
225,CD8+,12572,2964
226,CD8+,12572,3808
227,CD8+,12576,2893
228,FOXP3-CD4+,12580,3156
229,CD8+,12580,3566
230,CD8+,12584,3070
231,FOXP3-CD4+,12589,2852
232,CD8+,12592,2998
233,CD8+,12593,2969
234,FOXP3-CD4+,12593,3189
235,CD8+,12597,3524
236,FOXP3-CD4+,12598,2838
237,CD8+,12599,2987
238,CD8+,12599,3306
239,FOXP3-CD4+,12599,3423
240,FOXP3+CD4+,12602,3573
241,FOXP3-CD4+,12605,3659
242,CD8+,12611,3057
243,CD8+,12611,3684
244,FOXP3-CD4+,12615,3568
245,CD8+,12617,3555
246,CD8+,12619,3370
247,FOXP3-CD4+,12621,3314
248,FOXP3-CD4+,12624,2918
249,FOXP3-CD4+,12626,3398
250,FOXP3-CD4+,12629,2978
251,CD8+,12629,3224
252,FOXP3-CD4+,12630,2845
253,FOXP3-CD4+,12631,3079
254,CD8+,12632,3856
255,FOXP3-CD4+,12633,3166
256,FOXP3-CD4+,12640,3066
257,CD8+,12648,3705
258,CD8+,12649,3200
259,CD8+,12650,3754
260,CD8+,12651,3351
261,CD8+,12656,3978
262,FOXP3-CD4+,12657,3789
263,FOXP3-CD4+,12658,2914
264,FOXP3-CD4+,12658,3919
265,CD8+,12663,3714
266,FOXP3-CD4+,12663,3931
267,FOXP3-CD4+,12664,3353
268,FOXP3-CD4+,12675,3201
269,CD8+,12676,3735
270,CD8+,12697,3895
271,CD8+,12698,3757
272,CD8+,12706,3212
273,CD8+,12708,3977
274,FOXP3-CD4+,12715,3783
275,CD8+,12716,3741
276,CD8+,12721,3357
277,FOXP3-CD4+,12730,3066
278,CD8+,12736,3182
279,FOXP3+CD4+,12737,3296
280,CD8+,12743,3951
281,FOXP3-CD4+,12762,3545
282,CD8+,12769,3533
283,CD8+,12770,3920
284,CD8+,12771,3299
285,CD8+,12771,3352
286,FOXP3-CD4+,12776,3934
287,CD8+,12789,3272
288,FOXP3-CD4+,12789,3897
289,CD8+,12790,3813
290,FOXP3-CD4+,12790,3878
291,CD8+,12792,3229
292,CD8+,12805,3177
293,CD8+,12809,3289
294,CD8+,12810,3475
295,FOXP3-CD4+,12811,3051
296,CD8+,12812,3905
297,CD8+,12813,3213
298,CD8+,12816,3134
299,CD8+,12823,3321
300,CD8+,12829,3823
301,CD8+,12831,3571
302,CD8+,12839,3376
303,CD8+,12847,3168
304,CD8+,12851,3802
305,CD8+,12855,3568
306,CD8+,12856,3535
307,CD8+,12858,3148
308,FOXP3-CD4+,12859,3270
309,CD8+,12861,3314
310,FOXP3-CD4+,12862,3656
311,CD8+,12864,3394
312,FOXP3-CD4+,12867,3207
313,CD8+,12867,3628
314,CD8+,12867,3838
315,CD8+,12870,3342
316,CD8+,12872,3114
317,CD8+,12872,3243
318,FOXP3-CD4+,12880,3089
319,CD8+,12881,3703
320,FOXP3-CD4+,12885,3626
321,CD8+,12887,3514
322,CD8+,12887,3772
323,CD8+,12889,3323
324,CD8+,12890,3182
325,CD8+,12893,3374
326,CD8+,12896,3473
327,CD8+,12897,3572
328,CD8+,12901,3280
329,FOXP3+CD4+,12904,3266
330,CD8+,12911,3192
331,CD8+,12911,3287
332,CD8+,12915,3357
333,CD8+,12917,3594
334,CD8+,12920,3324
335,CD8+,12923,3694
336,CD8+,12926,3192
337,FOXP3-CD4+,12926,3432
338,FOXP3-CD4+,12926,3556
339,CD8+,12930,3355
340,FOXP3-CD4+,12931,3538
341,CD8+,12937,3336
342,CD8+,12945,3508
343,FOXP3-CD4+,12951,3217
344,CD8+,12951,3360
345,CD8+,12952,3314
346,CD8+,12953,3340
347,CD8+,12954,3260
348,FOXP3-CD4+,12958,3126
349,FOXP3-CD4+,12960,3227
350,CD8+,12961,3242
351,CD8+,12964,3162
352,CD8+,12965,3643
353,CD8+,12966,3298
354,CD8+,12969,3203
355,CD8+,12969,3429
356,CD8+,12969,3696
357,FOXP3-CD4+,12974,3553
358,FOXP3-CD4+,12976,3346
359,CD8+,12976,3602
360,CD8+,12980,3716
361,CD8+,12981,3484
362,FOXP3-CD4+,12984,3255
363,CD8+,12986,3457
364,CD8+,12987,3983
365,FOXP3-CD4+,12989,3277
366,FOXP3-CD4+,12990,3660
367,FOXP3-CD4+,12992,3339
368,FOXP3-CD4+,12994,3238
369,CD8+,12996,3581
370,FOXP3-CD4+,12999,3896
371,FOXP3-CD4+,13004,3222
372,CD8+,13005,3165
373,CD8+,13006,3320
374,FOXP3-CD4+,13007,3277
375,CD8+,13010,3661
376,CD8+,13013,3588
377,CD8+,13016,3891
378,CD8+,13023,3635
379,FOXP3-CD4+,13024,3278
380,CD8+,13026,3292
381,FOXP3-CD4+,13028,3224
382,FOXP3-CD4+,13028,3569
383,CD8+,13030,3551
384,FOXP3-CD4+,13032,3888
385,CD8+,13033,3316
386,CD8+,13040,3228
387,FOXP3-CD4+,13044,3325
388,CD8+,13047,3567
389,CD8+,13053,3583
390,FOXP3-CD4+,13053,3849
391,CD8+,13058,3609
392,CD8+,13059,3180
393,FOXP3-CD4+,13060,3286
394,FOXP3-CD4+,13062,3334
395,CD8+,13063,3347
396,CD8+,13072,3268
397,CD8+,13074,3357
398,FOXP3-CD4+,13080,3932
399,CD8+,13087,3507
400,CD8+,13090,3565
401,CD8+,13092,3865
402,CD8+,13098,3452
403,FOXP3-CD4+,13099,3842
404,CD8+,13105,3406
405,CD8+,13109,3209
406,FOXP3-CD4+,13113,3197
407,FOXP3-CD4+,13114,3897
408,CD8+,13117,3299
409,CD8+,13118,3235
410,CD8+,13125,3946
411,FOXP3-CD4+,13126,3342
412,CD8+,13127,3754
413,FOXP3-CD4+,13129,3262
414,CD8+,13133,3316
415,FOXP3-CD4+,13133,3366
416,FOXP3-CD4+,13134,3795
417,CD8+,13140,3807
418,CD8+,13144,3260
419,FOXP3-CD4+,13145,3214
420,FOXP3-CD4+,13146,3230
421,CD8+,13149,3196
422,CD8+,13152,3693
423,FOXP3-CD4+,13153,3734
424,FOXP3-CD4+,13157,3334
425,CD8+,13157,3485
426,CD8+,13158,3427
427,CD8+,13158,3539
428,FOXP3-CD4+,13160,3220
429,FOXP3+CD4+,13165,3192
430,CD8+,13165,3393
431,CD8+,13168,3249
432,CD8+,13168,3520
433,CD8+,13171,3375
434,CD8+,13173,3492
435,CD8+,13177,3225
436,FOXP3-CD4+,13181,3520
437,FOXP3-CD4+,13182,3203
438,FOXP3-CD4+,13188,3306
439,CD8+,13188,3672
440,CD8+,13188,3985
441,FOXP3-CD4+,13190,3257
442,FOXP3-CD4+,13190,3326
443,FOXP3-CD4+,13190,3353
444,CD8+,13191,3457
445,CD8+,13197,3231
446,FOXP3-CD4+,13203,3302
447,FOXP3-CD4+,13206,3315
448,CD8+,13209,3352
449,CD8+,13209,3374
450,FOXP3-CD4+,13209,3411
451,CD8+,13215,3302
452,FOXP3+CD4+,13216,3215
453,FOXP3-CD4+,13224,3759
454,CD8+,13225,3310
455,FOXP3-CD4+,13226,3666
456,CD8+,13226,3908
457,CD8+,13229,3373
458,CD8+,13230,3429
459,FOXP3-CD4+,13232,3356
460,CD8+,13235,3620
461,FOXP3-CD4+,13242,3376
462,CD8+,13243,3436
463,FOXP3-CD4+,13244,3254
464,CD8+,13257,3473
465,FOXP3-CD4+,13258,3304
466,FOXP3-CD4+,13266,3282
467,FOXP3-CD4+,13267,3318
468,CD8+,13272,3422
469,FOXP3-CD4+,13280,3297
470,CD8+,13282,3501
471,CD8+,13286,3236
472,CD8+,13287,3553
473,CD8+,13288,3479
474,CD8+,13296,3305
475,CD8+,13298,3282
476,CD8+,13298,3364
477,CD8+,13305,3544
478,CD8+,13309,3408
479,CD8+,13311,3285
480,CD8+,13312,3298
481,CD8+,13318,3375
482,FOXP3-CD4+,13327,3472
483,CD8+,13333,3340
484,FOXP3-CD4+,13333,3485
485,CD8+,13335,3691
486,CD8+,13350,3371
487,CD8+,13366,3403
488,CD8+,13380,3418
489,CD8+,13382,3543
490,FOXP3+CD4+,13410,3345
491,CD8+,13423,3468
492,CD8+,13432,3390
493,CD8+,13451,3660
494,CD8+,13455,3423
495,FOXP3-CD4+,13457,3466
496,CD8+,13457,3482
497,FOXP3+CD4+,13484,3592
498,FOXP3-CD4+,13496,3610
499,CD8+,8889,5407
500,FOXP3-CD4+,8890,5382
501,FOXP3-CD4+,8891,5318
502,CD8+,8892,5452
503,FOXP3-CD4+,8902,5285
504,CD8+,8904,5300
505,FOXP3-CD4+,8912,5466
506,FOXP3-CD4+,8925,5408
507,FOXP3-CD4+,8927,5421
508,FOXP3-CD4+,8931,5133
509,FOXP3-CD4+,8931,5397
510,CD8+,8934,5160
511,FOXP3-CD4+,8937,5413
512,FOXP3-CD4+,8938,5471
513,FOXP3-CD4+,8941,5429
514,CD8+,8951,5148
515,FOXP3-CD4+,8956,5445
516,FOXP3-CD4+,8958,5395
517,CD8+,8961,5095
518,CD8+,8961,5457
519,FOXP3-CD4+,8962,5183
520,FOXP3-CD4+,8970,5276
521,FOXP3-CD4+,8982,5545
522,CD8+,8987,5446
523,FOXP3-CD4+,8990,5491
524,FOXP3-CD4+,8993,5035
525,FOXP3-CD4+,9001,5065
526,CD8+,9002,5431
527,FOXP3-CD4+,9007,5509
528,FOXP3-CD4+,9008,5186
529,CD8+,9011,5348
530,FOXP3-CD4+,9014,5544
531,CD8+,9018,5458
532,CD8+,9019,5383
533,CD8+,9019,5432
534,FOXP3-CD4+,9021,5180
535,CD8+,9025,5395
536,FOXP3-CD4+,9027,5151
537,FOXP3-CD4+,9027,5165
538,CD8+,9030,5320
539,FOXP3-CD4+,9032,5602
540,FOXP3-CD4+,9040,5655
541,FOXP3-CD4+,9041,5519
542,CD8+,9053,5426
543,CD8+,9054,5292
544,CD8+,9058,5456
545,CD8+,9060,5411
546,CD8+,9061,5056
547,FOXP3-CD4+,9067,5689
548,CD8+,9071,5372
549,CD8+,9078,5129
550,FOXP3-CD4+,9083,5158
551,FOXP3-CD4+,9098,5250
552,FOXP3-CD4+,9098,5533
553,CD8+,9120,5524
554,CD8+,9137,5529
555,CD8+,9144,5498
556,FOXP3-CD4+,9146,4965
557,FOXP3-CD4+,9146,5169
558,CD8+,9146,5195
559,CD8+,9148,5683
560,FOXP3-CD4+,9162,5246
561,FOXP3-CD4+,9164,5934
562,CD8+,9166,5784
563,CD8+,9167,5218
564,CD8+,9172,5645
565,FOXP3-CD4+,9174,5344
566,FOXP3-CD4+,9174,5717
567,CD8+,9175,5265
568,CD8+,9178,5756
569,FOXP3-CD4+,9178,5810
570,FOXP3-CD4+,9179,5112
571,CD8+,9182,5684
572,CD8+,9189,5448
573,CD8+,9192,5462
574,FOXP3-CD4+,9194,5165
575,CD8+,9194,5292
576,FOXP3-CD4+,9203,5106
577,CD8+,9206,5506
578,CD8+,9208,5825
579,CD8+,9219,5971
580,CD8+,9220,5446
581,FOXP3+CD4+,9221,4988
582,FOXP3-CD4+,9225,5100
583,FOXP3-CD4+,9226,5586
584,CD8+,9228,5268
585,FOXP3-CD4+,9228,5930
586,FOXP3-CD4+,9229,5651
587,CD8+,9229,5701
588,CD8+,9237,5692
589,CD8+,9243,4915
590,FOXP3-CD4+,9246,5498
591,CD8+,9249,5367
592,CD8+,9249,5613
593,FOXP3-CD4+,9251,5122
594,CD8+,9251,5931
595,FOXP3-CD4+,9254,4868
596,FOXP3-CD4+,9258,4833
597,FOXP3-CD4+,9259,5396
598,CD8+,9266,4999
599,CD8+,9266,5420
600,FOXP3-CD4+,9273,5679
601,CD8+,9277,4907
602,CD8+,9278,5138
603,CD8+,9279,5803
604,CD8+,9283,5710
605,CD8+,9283,5741
606,CD8+,9287,4856
607,CD8+,9296,5863
608,CD8+,9311,5381
609,CD8+,9318,5134
610,CD8+,9323,4926
611,CD8+,9336,5819
612,FOXP3-CD4+,9342,4902
613,CD8+,9348,4873
614,CD8+,9356,5127
615,FOXP3-CD4+,9364,4991
616,CD8+,9367,5177
617,CD8+,9370,4879
618,CD8+,9370,5229
619,CD8+,9372,4795
620,CD8+,9376,5042
621,FOXP3-CD4+,9378,5135
622,FOXP3-CD4+,9381,5349
623,CD8+,9383,4946
624,CD8+,9391,4794
625,CD8+,9392,5209
626,CD8+,9394,5153
627,CD8+,9398,4831
628,FOXP3-CD4+,9401,4784
629,FOXP3-CD4+,9401,5283
630,CD8+,9405,5257
631,CD8+,9413,5164
632,CD8+,9414,5347
633,CD8+,9419,5052
634,CD8+,9423,5279
635,CD8+,9424,5212
636,CD8+,9427,5125
637,CD8+,9431,4844
638,FOXP3-CD4+,9431,5363
639,CD8+,9433,4996
640,CD8+,9443,5264
641,CD8+,9446,5106
642,CD8+,9451,5468
643,CD8+,9456,5358
644,CD8+,9457,4858
645,CD8+,9462,5300
646,FOXP3-CD4+,9462,5730
647,CD8+,9465,5108
648,CD8+,9469,5248
649,CD8+,9472,5212
650,CD8+,9472,5712
651,CD8+,9479,5486
652,CD8+,9481,5353
653,CD8+,9491,4679
654,CD8+,9495,5543
655,CD8+,9499,5129
656,FOXP3-CD4+,9510,5245
657,CD8+,9511,5389
658,CD8+,9513,5699
659,CD8+,9516,5534
660,CD8+,9517,5659
661,CD8+,9521,4677
662,CD8+,9522,4989
663,CD8+,9529,5324
664,CD8+,9531,5275
665,CD8+,9538,5483
666,CD8+,9539,5532
667,CD8+,9542,5210
668,CD8+,9551,5610
669,CD8+,9554,5286
670,CD8+,9557,5362
671,FOXP3-CD4+,9568,5579
672,CD8+,9572,5098
673,CD8+,9572,5507
674,CD8+,9572,5527
675,CD8+,9573,5639
676,CD8+,9573,5789
677,CD8+,9574,5408
678,FOXP3-CD4+,9579,5013
679,FOXP3-CD4+,9580,5052
680,CD8+,9582,5691
681,CD8+,9583,5110
682,CD8+,9584,5203
683,FOXP3-CD4+,9591,5304
684,CD8+,9591,5479
685,FOXP3-CD4+,9595,5608
686,CD8+,9605,5159
687,CD8+,9610,5239
688,CD8+,9611,5905
689,CD8+,9614,5013
690,CD8+,9618,5406
691,CD8+,9621,5078
692,CD8+,9621,5133
693,FOXP3+CD4+,9631,5543
694,FOXP3-CD4+,9641,5258
695,CD8+,9643,5299
696,CD8+,9644,5759
697,CD8+,9646,5090
698,CD8+,9646,5431
699,CD8+,9647,5675
700,CD8+,9649,5108
701,CD8+,9649,5478
702,CD8+,9652,5589
703,CD8+,9654,5127
704,CD8+,9654,5528
705,CD8+,9656,5364
706,CD8+,9657,5777
707,CD8+,9658,5056
708,CD8+,9658,5212
709,FOXP3-CD4+,9660,4959
710,CD8+,9665,5415
711,FOXP3+CD4+,9666,5499
712,CD8+,9669,5168
713,CD8+,9672,5469
714,FOXP3-CD4+,9676,4956
715,CD8+,9680,5478
716,FOXP3+CD4+,9684,5040
717,CD8+,9684,5269
718,FOXP3-CD4+,9684,5538
719,CD8+,9689,5588
720,CD8+,9695,5067
721,CD8+,9699,5465
722,CD8+,9713,5487
723,FOXP3-CD4+,9716,5440
724,CD8+,9720,5067
725,CD8+,9725,5326
726,CD8+,9725,5901
727,FOXP3-CD4+,9727,5374
728,CD8+,9731,5862
729,CD8+,9732,5180
730,FOXP3-CD4+,9733,5802
731,CD8+,9735,5099
732,FOXP3-CD4+,9738,5791
733,CD8+,9742,5777
734,FOXP3-CD4+,9743,5438
735,CD8+,9747,5156
736,CD8+,9748,5116
737,CD8+,9750,5396
738,FOXP3-CD4+,9757,5920
739,FOXP3-CD4+,9770,5898
740,FOXP3-CD4+,9772,4951
741,CD8+,9772,5055
742,CD8+,9777,5633
743,FOXP3-CD4+,9777,5798
744,CD8+,9780,5254
745,CD8+,9781,5123
746,CD8+,9785,5539
747,CD8+,9788,4938
748,CD8+,9789,5424
749,CD8+,9793,5051
750,CD8+,9795,5098
751,FOXP3-CD4+,9796,5874
752,FOXP3-CD4+,9797,5408
753,FOXP3-CD4+,9798,4930
754,FOXP3-CD4+,9799,5220
755,CD8+,9800,5569
756,CD8+,9803,5268
757,FOXP3-CD4+,9804,5426
758,FOXP3-CD4+,9810,5486
759,CD8+,9813,4965
760,CD8+,9814,5901
761,CD8+,9816,5913
762,CD8+,9817,5117
763,CD8+,9818,5538
764,CD8+,9821,5055
765,CD8+,9821,5222
766,CD8+,9825,5574
767,CD8+,9826,5342
768,FOXP3-CD4+,9827,5548
769,FOXP3-CD4+,9831,5766
770,CD8+,9833,5469
771,FOXP3-CD4+,9835,5583
772,CD8+,9835,5974
773,CD8+,9840,4940
774,CD8+,9841,5220
775,CD8+,9847,5888
776,FOXP3-CD4+,9848,5268
777,FOXP3-CD4+,9848,5820
778,FOXP3-CD4+,9853,5744
779,FOXP3-CD4+,9856,5772
780,CD8+,9857,5627
781,CD8+,9859,4922
782,CD8+,9862,5233
783,CD8+,9862,5264
784,CD8+,9863,5934
785,CD8+,9864,5099
786,CD8+,9869,5288
787,CD8+,9870,5084
788,FOXP3-CD4+,9872,5177
789,FOXP3-CD4+,9879,5231
790,FOXP3-CD4+,9885,5907
791,CD8+,9887,5983
792,CD8+,9894,5196
793,FOXP3-CD4+,9897,5568
794,CD8+,9899,5290
795,FOXP3-CD4+,9906,5581
796,FOXP3+CD4+,9915,4956
797,CD8+,9916,5188
798,CD8+,9919,5644
799,FOXP3+CD4+,9922,4454
800,FOXP3+CD4+,9922,4477
801,FOXP3-CD4+,9923,5042
802,CD8+,9924,5361
803,FOXP3-CD4+,9926,5944
804,FOXP3-CD4+,9927,5688
805,CD8+,9928,5238
806,CD8+,9937,5006
807,FOXP3-CD4+,9941,4416
808,CD8+,9941,5131
809,FOXP3-CD4+,9941,5961
810,FOXP3-CD4+,9943,5985
811,FOXP3-CD4+,9946,4478
812,CD8+,9958,5099
813,FOXP3-CD4+,9962,5780
814,CD8+,9963,5013
815,FOXP3-CD4+,9963,5801
816,FOXP3-CD4+,9963,5946
817,FOXP3-CD4+,9966,4450
818,FOXP3-CD4+,9967,4476
819,FOXP3-CD4+,9968,5843
820,CD8+,9972,5322
821,FOXP3-CD4+,9972,5829
822,CD8+,9975,5302
823,CD8+,9978,5169
824,FOXP3-CD4+,9989,5935
825,CD8+,9991,4973
826,CD8+,10026,5120
827,FOXP3-CD4+,10031,4967
828,CD8+,10033,4867
829,FOXP3-CD4+,10041,4932
830,CD8+,10042,5337
831,CD8+,10047,5175
832,CD8+,10047,5244
833,CD8+,10049,5050
834,FOXP3-CD4+,10060,4803
835,CD8+,10063,5245
836,CD8+,10063,5348
837,CD8+,10066,4855
838,CD8+,10066,5216
839,CD8+,10068,5112
840,CD8+,10068,5202
841,CD8+,10073,5001
842,CD8+,10074,5024
843,FOXP3-CD4+,10080,5070
844,CD8+,10082,5273
845,CD8+,10083,5121
846,CD8+,10086,5318
847,CD8+,10103,5128
848,CD8+,10112,4818
849,CD8+,10113,5272
850,CD8+,10125,5299
851,CD8+,10130,5197
852,FOXP3-CD4+,10132,4816
853,FOXP3-CD4+,10136,5148
854,CD8+,10136,5354
855,CD8+,10142,4855
856,CD8+,10142,5008
857,CD8+,10147,5216
858,CD8+,10147,5291
859,CD8+,10154,4053
860,CD8+,10154,5150
861,CD8+,10157,4971
862,CD8+,10158,5186
863,CD8+,10158,5270
864,CD8+,10166,5165
865,CD8+,10166,5244
866,CD8+,10170,5019
867,FOXP3-CD4+,10171,4242
868,FOXP3-CD4+,10171,5324
869,CD8+,10175,4107
870,FOXP3-CD4+,10177,4840
871,CD8+,10180,4986
872,CD8+,10180,5381
873,FOXP3-CD4+,10183,4750
874,FOXP3-CD4+,10184,5063
875,CD8+,10186,5028
876,CD8+,10200,5037
877,CD8+,10203,5149
878,FOXP3-CD4+,10210,4731
879,CD8+,10215,5348
880,CD8+,10216,5325
881,CD8+,10220,4042
882,CD8+,10226,4258
883,CD8+,10230,5306
884,FOXP3-CD4+,10238,5497
885,CD8+,10240,4870
886,CD8+,10242,5252
887,CD8+,10244,5198
888,CD8+,10252,4895
889,CD8+,10252,5504
890,CD8+,10253,4237
891,CD8+,10253,5216
892,CD8+,10255,4933
893,CD8+,10258,5169
894,CD8+,10260,5045
895,FOXP3-CD4+,10268,4023
896,CD8+,10283,5258
897,CD8+,10303,4091
898,CD8+,10303,5316
899,CD8+,10311,5174
900,FOXP3+CD4+,10313,5206
901,CD8+,10313,5280
902,CD8+,10316,5149
903,CD8+,10319,4924
904,CD8+,10321,5296
905,FOXP3-CD4+,10324,5044
906,FOXP3-CD4+,10328,5519
907,FOXP3-CD4+,10333,5459
908,CD8+,10336,4947
909,FOXP3+CD4+,10342,5344
910,FOXP3-CD4+,10344,5531
911,FOXP3-CD4+,10360,4071
912,FOXP3-CD4+,10363,5537
913,CD8+,10364,4045
914,FOXP3-CD4+,10365,5084
